LatC,LonC,country,pop
57.75,8.25,NO,10
58.25,8.25,NO,84427.3543865681
58.75,8.25,NO,6619.32409000397
59.25,8.25,NO,2899.64078176022
59.75,8.25,NO,3693.74794960022
60.25,8.25,NO,2905.62705373764
60.75,8.25,NO,4771.44115543365
61.25,8.25,NO,2724.42761325836
61.75,8.25,NO,1673.42398285866
62.25,8.25,NO,2737.95225381851
62.75,8.25,NO,5467.79207672924
63.25,8.25,NO,4786.68792697066
63.75,8.25,NO,1016.77402748168
58.25,8.75,NO,35804.875964582
58.75,8.75,NO,29421.8021316528
59.25,8.75,NO,8861.05484199524
59.75,8.75,NO,6469.69205570221
60.25,8.75,NO,2603.09534788132
60.75,8.75,NO,7288.59504032135
61.25,8.75,NO,3530.18508338928
61.75,8.75,NO,2582.13488817215
62.25,8.75,NO,2460.6675992012
62.75,8.75,NO,5724.04285907745
63.25,8.75,NO,6034.80079853535
63.75,8.75,NO,6371.94197940826
58.25,9.25,NO,10
58.75,9.25,NO,22203.9170303047
59.25,9.25,NO,45590.3413505554
59.75,9.25,NO,17574.4913597107
60.25,9.25,NO,4281.0610370636
60.75,9.25,NO,8425.48359584808
61.25,9.25,NO,6419.54778575897
61.75,9.25,NO,6348.16190910339
62.25,9.25,NO,3107.01069450378
62.75,9.25,NO,4940.8471736908
63.25,9.25,NO,6161.05507016182
63.75,9.25,NO,2169.77573934197
58.75,9.75,NO,7780.00991358608
59.25,9.75,NO,99579.4486999512
59.75,9.75,NO,48400.8791732788
60.25,9.75,NO,16936.7118349075
60.75,9.75,NO,7755.1501121521
61.25,9.75,NO,7483.74961280823
61.75,9.75,NO,6961.17680454254
62.25,9.75,NO,3089.71547031403
62.75,9.75,NO,4615.89401912689
63.25,9.75,NO,18689.9598722458
63.75,9.75,NO,9734.51856012456
58.75,10.25,NO,764.756903171539
59.25,10.25,NO,201526.984687805
59.75,10.25,NO,287235.878448486
60.25,10.25,NO,41576.649856329
60.75,10.25,NO,26872.7695064545
61.25,10.25,NO,29169.7709903717
61.75,10.25,NO,3738.50716018677
62.25,10.25,NO,3081.65124607086
62.75,10.25,NO,4378.10734939575
63.25,10.25,NO,175533.270743132
63.75,10.25,NO,9403.4859828949
64.25,10.25,NO,1507.9536896033
58.75,10.75,NO,1032.83624356985
59.25,10.75,NO,128697.895251036
59.75,10.75,NO,655417.00353241
60.25,10.75,NO,347505.700141907
60.75,10.75,NO,49219.2000732422
61.25,10.75,NO,28342.2866239548
61.75,10.75,NO,2086.75700616837
62.25,10.75,NO,3634.0496263504
62.75,10.75,NO,3870.13446521759
63.25,10.75,NO,68989.4237699509
63.75,10.75,NO,10596.9189247265
64.25,10.75,NO,3176.03859484196
58.75,11.25,NO,23115.3465938531
59.25,11.25,NO,107019.739326
59.75,11.25,NO,129739.385032654
60.25,11.25,NO,107249.237121582
60.75,11.25,NO,51998.3626270294
61.25,11.25,NO,16229.5850512981
61.75,11.25,NO,881.658669710159
62.25,11.25,NO,1898.29041099548
62.75,11.25,NO,2870.92129230499
63.25,11.25,NO,14364.8076877594
63.75,11.25,NO,27799.0981102586
64.25,11.25,NO,8504.60714149475
64.75,11.25,NO,6384.20143661229
59.75,11.75,NO,17471.35572052
60.25,11.75,NO,25711.3620061874
60.75,11.75,NO,20205.3424682617
61.25,11.75,NO,9424.32532262802
61.75,11.75,NO,1098.84539175034
62.25,11.75,NO,2028.95736857574
62.75,11.75,NO,2808.38706183434
63.25,11.75,NO,2618.63868570328
63.75,11.75,NO,16509.9969506264
64.25,11.75,NO,15391.4050121307
64.75,11.75,NO,6637.80324888229
60.25,12.25,NO,18987.5819549561
61.25,12.25,NO,4306.16964244843
63.75,12.25,NO,9728.1257994175
64.25,12.25,NO,3647.56946408749
64.75,12.25,NO,3175.39610481262
65.25,12.25,NO,3824.78386417031
65.75,12.25,NO,2992.20891080319
66.25,12.25,NO,1257.08179466054
64.25,12.75,NO,1403.42092067003
64.75,12.75,NO,1632.40746164322
65.25,12.75,NO,5038.84190797806
65.75,12.75,NO,8540.25875687599
66.25,12.75,NO,2819.19948166143
67.75,12.75,NO,1335.4762597084
64.25,13.25,NO,812.703301310539
64.75,13.25,NO,592.586132094264
65.25,13.25,NO,1650.43083357811
65.75,13.25,NO,7625.65203714371
66.25,13.25,NO,5979.68278861046
66.75,13.25,NO,1373.46600246057
67.75,13.25,NO,344.852826118469
68.25,13.25,NO,1487.85143715143
64.75,13.75,NO,373.017126571387
65.25,13.75,NO,718.738234907389
65.75,13.75,NO,3282.77868568897
66.25,13.75,NO,5712.15718991496
66.75,13.75,NO,5352.73618051037
67.75,13.75,NO,10
68.25,13.75,NO,9296.48917671666
65.25,14.25,NO,658.088937878609
65.75,14.25,NO,1341.64795048535
66.25,14.25,NO,6007.25116634369
66.75,14.25,NO,3945.7713662535
67.25,14.25,NO,5726.08670135285
68.25,14.25,NO,5252.72403210402
68.75,14.25,NO,520.007163539529
66.25,14.75,NO,5549.1459146142
66.75,14.75,NO,3575.39066672325
67.25,14.75,NO,28490.4968395829
67.75,14.75,NO,3100.43873442436
68.25,14.75,NO,6178.93379592896
68.75,14.75,NO,6288.96064627916
66.75,15.25,NO,5318.06283473969
67.25,15.25,NO,16681.7865685634
67.75,15.25,NO,3194.09659249336
68.25,15.25,NO,3329.59150782228
68.75,15.25,NO,9798.42613216443
66.75,15.75,NO,1597.58526778221
67.25,15.75,NO,4537.47858554125
67.75,15.75,NO,1579.25942087173
68.25,15.75,NO,1641.54844115674
68.75,15.75,NO,7494.04780639242
67.75,16.25,NO,1377.28344798088
68.25,16.25,NO,1406.74183982238
68.75,16.25,NO,19396.0861890018
67.75,16.75,NO,653.44927161932
68.25,16.75,NO,2253.42829978466
68.75,16.75,NO,8765.12310578674
69.25,16.75,NO,385.721889529377
68.25,17.25,NO,4914.1502052322
68.75,17.25,NO,3743.91701924196
69.25,17.25,NO,2136.886606507
68.25,17.75,NO,9213.72924947739
68.75,17.75,NO,4946.50721740723
69.25,17.75,NO,7171.71382877789
68.75,18.25,NO,2650.93868732452
69.25,18.25,NO,7850.22819717228
68.75,18.75,NO,1882.48022079468
69.25,18.75,NO,3848.54420779459
69.75,18.75,NO,19767.7558799148
68.25,19.25,NO,2711.83286736906
68.75,19.25,NO,1888.90124750137
69.25,19.25,NO,7227.07734978199
69.75,19.25,NO,21000.3317914009
68.25,19.75,NO,2404.06345021725
68.75,19.75,NO,2000.592710495
69.25,19.75,NO,8928.42191243172
69.75,19.75,NO,12427.7219656259
69.25,20.25,NO,1444.88576617651
69.75,20.25,NO,2332.68071075063
69.25,20.75,NO,1550.07586970925
69.75,20.75,NO,1863.84959954023
69.25,21.25,NO,943.087046027184
69.75,21.25,NO,1313.43525967374
69.25,21.75,NO,1035.90203714371
69.75,21.75,NO,791.366499967873
70.25,21.75,NO,482.62924469338
68.75,22.25,NO,261.389904737473
69.25,22.25,NO,1153.01615786552
69.75,22.25,NO,1076.42805826664
70.25,22.25,NO,1128.17214390263
70.75,22.25,NO,338.183223197237
68.75,22.75,NO,295.521967411041
69.25,22.75,NO,322.964194953442
69.75,22.75,NO,3932.98863530159
70.25,22.75,NO,3684.39731051028
70.75,22.75,NO,1948.38968673497
68.75,23.25,NO,293.239025592804
69.25,23.25,NO,316.94796860218
69.75,23.25,NO,3373.69250125485
70.25,23.25,NO,4045.3066297248
70.75,23.25,NO,3951.98152098618
68.75,23.75,NO,276.776721894741
69.25,23.75,NO,320.972874879837
69.75,23.75,NO,3597.95777022839
70.25,23.75,NO,2984.52204993367
70.75,23.75,NO,2835.47322100773
68.75,24.25,NO,288.287120699883
69.25,24.25,NO,370.304584622383
69.75,24.25,NO,1578.53336309455
70.25,24.25,NO,612.803108930588
70.75,24.25,NO,433.985465692356
68.75,24.75,NO,322.87860262394
69.25,24.75,NO,521.093715667725
69.75,24.75,NO,643.112533807755
70.25,24.75,NO,713.331554237753
70.75,24.75,NO,656.472239069641
68.75,25.25,NO,467.464936971664
69.25,25.25,NO,549.604504108429
69.75,25.25,NO,653.027760028839
70.25,25.25,NO,398.669182127574
70.75,25.25,NO,976.391815534154
69.75,25.75,NO,592.188309431076
70.25,25.75,NO,743.803282432258
70.75,25.75,NO,1252.00910904771
69.75,26.25,NO,412.422484755516
70.25,26.25,NO,427.48624920845
70.75,26.25,NO,1241.52696255036
69.75,26.75,NO,295.186640739441
70.25,26.75,NO,420.002248306759
70.25,27.25,NO,573.481813907623
70.75,27.25,NO,240.225628943241
69.75,27.75,NO,259.59502530098
70.25,27.75,NO,628.7127212286
70.75,27.75,NO,490.667182832956
69.75,28.25,NO,488.649723172188
70.25,28.25,NO,647.590984374285
70.75,28.25,NO,318.503844792023
69.75,28.75,NO,1192.07552742958
70.25,28.75,NO,584.575506687164
70.75,28.75,NO,517.957845741883
69.25,29.25,NO,2833.61001372337
69.75,29.25,NO,2265.77591657639
70.25,29.25,NO,2452.36371819302
70.75,29.25,NO,489.805502429605
69.25,29.75,NO,3783.98401689529
69.75,29.75,NO,2147.68798103835
70.25,29.75,NO,3104.52389246225
69.75,30.25,NO,1875.48489673622
70.25,30.25,NO,2186.60146953166
58.25,10.75,SE,10
57.75,11.25,SE,60.8215668201447
58.25,11.25,SE,22491.9077862054
56.75,11.75,SE,196.500218391418
57.25,11.75,SE,17261.6870803833
57.75,11.75,SE,502136.237665176
58.25,11.75,SE,94047.4032897949
58.75,11.75,SE,17794.8205566406
59.25,11.75,SE,18372.0588359833
56.25,12.25,SE,49934.8251823783
56.75,12.25,SE,15112.6055305004
57.25,12.25,SE,106306.117576122
57.75,12.25,SE,398966.484583855
58.25,12.25,SE,121088.789007187
58.75,12.25,SE,20093.3208694458
59.25,12.25,SE,11416.9052004814
59.75,12.25,SE,12890.8231124878
60.75,12.25,SE,8617.05051803589
61.75,12.25,SE,1297.15676116943
62.25,12.25,SE,1327.58215093613
62.75,12.25,SE,1262.96001279354
63.25,12.25,SE,2401.49281287193
55.25,12.75,SE,19161.1143908501
55.75,12.75,SE,1141516.81262898
56.25,12.75,SE,281261.692570686
56.75,12.75,SE,109668.426955462
57.25,12.75,SE,25984.687953949
57.75,12.75,SE,145346.787475586
58.25,12.75,SE,35966.4832641482
58.75,12.75,SE,5598.38128703833
59.25,12.75,SE,20630.8318377137
59.75,12.75,SE,24259.2023448944
60.25,12.75,SE,7438.70533180237
60.75,12.75,SE,1816.76029062271
61.25,12.75,SE,2496.94486904144
61.75,12.75,SE,777.893924713135
62.25,12.75,SE,952.402242898941
62.75,12.75,SE,728.563881397247
63.25,12.75,SE,2326.3201764822
63.75,12.75,SE,1254.19947875524
55.25,13.25,SE,71684.351524353
55.75,13.25,SE,519373.357543945
56.25,13.25,SE,58119.4382095337
56.75,13.25,SE,32591.3085803986
57.25,13.25,SE,21249.9430103302
57.75,13.25,SE,52190.8169174194
58.25,13.25,SE,59782.9613952637
58.75,13.25,SE,19009.4733871911
59.25,13.25,SE,54589.6350689083
59.75,13.25,SE,28174.4793777466
60.25,13.25,SE,6223.43057632446
60.75,13.25,SE,2746.4364900589
61.25,13.25,SE,2151.35107564926
61.75,13.25,SE,826.228623867035
62.25,13.25,SE,1160.1666135788
62.75,13.25,SE,735.359825357795
63.25,13.25,SE,1892.76086986065
63.75,13.25,SE,560.404416620731
55.25,13.75,SE,34930.6154745221
55.75,13.75,SE,68158.3689193726
56.25,13.75,SE,67724.6802330017
56.75,13.75,SE,26890.1706534028
57.25,13.75,SE,37234.6313533783
57.75,13.75,SE,24753.0343284607
58.25,13.75,SE,86232.7522506714
58.75,13.75,SE,30340.2088865638
59.25,13.75,SE,57956.0541932583
59.75,13.75,SE,16865.1602897644
60.25,13.75,SE,7787.07783889771
60.75,13.75,SE,6433.79398918152
61.25,13.75,SE,3418.96087741852
61.75,13.75,SE,1631.23649215698
62.25,13.75,SE,1235.51097202301
62.75,13.75,SE,1345.03106927872
63.25,13.75,SE,3452.16618442535
63.75,13.75,SE,1449.98698925972
64.25,13.75,SE,633.136881828308
55.75,14.25,SE,46973.6720849723
56.25,14.25,SE,79962.6496047974
56.75,14.25,SE,29449.896320343
57.25,14.25,SE,31461.4775333405
57.75,14.25,SE,143407.809577525
58.25,14.25,SE,29462.4220896959
58.75,14.25,SE,19224.1141771749
59.25,14.25,SE,40552.9583883286
59.75,14.25,SE,10491.1809406281
60.25,14.25,SE,7322.5652256012
60.75,14.25,SE,8838.56563472748
61.25,14.25,SE,7592.18126296997
61.75,14.25,SE,2854.31972122192
62.25,14.25,SE,1245.77382618189
62.75,14.25,SE,2275.48179674149
63.25,14.25,SE,8786.46810657531
63.75,14.25,SE,1609.06974220276
64.25,14.25,SE,567.898257434368
64.75,14.25,SE,246.703568570316
55.75,14.75,SE,87.8485887050629
56.25,14.75,SE,68435.6561203003
56.75,14.75,SE,93342.3200759888
57.25,14.75,SE,25073.2216796875
57.75,14.75,SE,45544.368270874
58.25,14.75,SE,28828.305214582
58.75,14.75,SE,21565.0404395014
59.25,14.75,SE,40926.8931922913
59.75,14.75,SE,13033.6894750595
60.25,14.75,SE,10152.3647947311
60.75,14.75,SE,11386.8918477595
61.25,14.75,SE,5969.59190762043
61.75,14.75,SE,1097.45141077042
62.25,14.75,SE,1345.86551952362
62.75,14.75,SE,4314.14176476002
63.25,14.75,SE,54606.927980423
63.75,14.75,SE,1339.54223632812
64.25,14.75,SE,1014.78489303589
64.75,14.75,SE,367.852356791496
65.25,14.75,SE,920.742462396622
65.75,14.75,SE,595.066504478455
55.75,15.25,SE,10
56.25,15.25,SE,33322.9699997306
56.75,15.25,SE,16377.191532135
57.25,15.25,SE,25044.3482894897
57.75,15.25,SE,15505.4065485001
58.25,15.25,SE,47009.6062259674
58.75,15.25,SE,42877.1944541931
59.25,15.25,SE,175619.595077515
59.75,15.25,SE,20252.0787162781
60.25,15.25,SE,66204.7400283813
60.75,15.25,SE,33219.4535131454
61.25,15.25,SE,4870.34953069687
61.75,15.25,SE,2755.87925744057
62.25,15.25,SE,2979.52598500252
62.75,15.25,SE,3215.27326440811
63.25,15.25,SE,6951.66893386841
63.75,15.25,SE,2008.31755757332
64.25,15.25,SE,1803.71987879276
64.75,15.25,SE,932.37733605504
65.25,15.25,SE,853.173993706703
65.75,15.25,SE,389.967647373676
66.25,15.25,SE,4161.23440337181
55.75,15.75,SE,10
56.25,15.75,SE,69040.885992527
56.75,15.75,SE,22459.3027420044
57.25,15.75,SE,12844.9616985321
57.75,15.75,SE,21445.6732149124
58.25,15.75,SE,152583.810358047
58.75,15.75,SE,44734.9682579041
59.25,15.75,SE,29888.5476808548
59.75,15.75,SE,26960.3768043518
60.25,15.75,SE,26782.9287014008
60.75,15.75,SE,48235.2329268456
61.25,15.75,SE,8110.68113088608
61.75,15.75,SE,6245.28067207336
62.25,15.75,SE,5828.42061805725
62.75,15.75,SE,2957.43789100647
63.25,15.75,SE,1967.27240157127
63.75,15.75,SE,2152.61068213731
64.25,15.75,SE,1303.74338355704
64.75,15.75,SE,1107.36154389381
65.25,15.75,SE,985.404458284378
65.75,15.75,SE,407.992692947388
66.25,15.75,SE,359.115258693695
56.25,16.25,SE,5946.54286687821
56.75,16.25,SE,79279.3902506828
57.25,16.25,SE,32709.5320510864
57.75,16.25,SE,11323.7175769806
58.25,16.25,SE,22986.3976669312
58.75,16.25,SE,124732.242515564
59.25,16.25,SE,87593.8948097229
59.75,16.25,SE,91438.7704811096
60.25,16.25,SE,31882.511341095
60.75,16.25,SE,19051.6999168396
61.25,16.25,SE,19595.275144577
61.75,16.25,SE,8837.37075996399
62.25,16.25,SE,4968.93298721313
62.75,16.25,SE,2626.22820353508
63.25,16.25,SE,2697.52770233154
63.75,16.25,SE,1403.51576352119
64.25,16.25,SE,1259.31470131874
64.75,16.25,SE,998.461495161057
65.25,16.25,SE,1023.21843218803
65.75,16.25,SE,606.439092516899
66.25,16.25,SE,325.508012890816
66.75,16.25,SE,392.325703501701
67.25,16.25,SE,3373.3808802031
56.25,16.75,SE,626.106662094593
56.75,16.75,SE,15883.5782526433
57.75,16.75,SE,25160.2544238567
58.25,16.75,SE,12673.2786793113
58.75,16.75,SE,33012.0813143253
59.25,16.75,SE,71321.3631782532
59.75,16.75,SE,118223.676820755
60.25,16.75,SE,12513.3870706558
60.75,16.75,SE,40698.9393808842
61.25,16.75,SE,13333.307050705
61.75,16.75,SE,12421.2735205293
62.25,16.75,SE,11739.891661644
62.75,16.75,SE,3507.45625591278
63.25,16.75,SE,3014.95667552948
63.75,16.75,SE,1592.5530257225
64.25,16.75,SE,963.139583110809
64.75,16.75,SE,1043.83812069893
65.25,16.75,SE,1043.91634854674
65.75,16.75,SE,404.274604678154
66.25,16.75,SE,296.764682173729
66.75,16.75,SE,276.334315121174
67.25,16.75,SE,264.580639543943
58.25,17.25,SE,108.253811538219
58.75,17.25,SE,53164.7601740062
59.25,17.25,SE,53582.9222061634
59.75,17.25,SE,61265.7980384827
60.25,17.25,SE,20064.3637638092
60.75,17.25,SE,94316.4020927275
61.25,17.25,SE,18507.7165899873
61.75,17.25,SE,23976.1014790982
62.25,17.25,SE,88270.8618335724
62.75,17.25,SE,14520.8091607094
63.25,17.25,SE,12329.8855953217
63.75,17.25,SE,1650.14729404449
64.25,17.25,SE,788.940870761871
64.75,17.25,SE,1184.87451696396
65.25,17.25,SE,900.469561517239
65.75,17.25,SE,350.390353918076
66.25,17.25,SE,252.629516035318
66.75,17.25,SE,279.490088164806
67.25,17.25,SE,292.6889346838
67.75,17.25,SE,445.67758102715
56.75,17.75,SE,10
57.25,17.75,SE,16.8654922246933
58.75,17.75,SE,30393.556996882
59.25,17.75,SE,931211.407585144
59.75,17.75,SE,331429.93081665
60.25,17.75,SE,24012.0448150635
62.25,17.75,SE,5447.78584814817
62.75,17.75,SE,27381.4977416992
63.25,17.75,SE,3738.2714509964
63.75,17.75,SE,1748.29009866714
64.25,17.75,SE,869.478123188019
64.75,17.75,SE,2070.71400022507
65.25,17.75,SE,666.823879599571
65.75,17.75,SE,289.490671231411
66.25,17.75,SE,231.411802757299
66.75,17.75,SE,282.397837072611
67.25,17.75,SE,276.563406676054
67.75,17.75,SE,662.230049550533
56.75,18.25,SE,595.881391018629
57.25,18.25,SE,10900.1658062488
57.75,18.25,SE,31092.9368001223
58.75,18.25,SE,4159.20111068711
59.25,18.25,SE,1196535.8866055
59.75,18.25,SE,76063.3848190308
60.25,18.25,SE,17741.3405054808
62.75,18.25,SE,8343.00211462379
63.25,18.25,SE,11063.8303370476
63.75,18.25,SE,2425.15768861771
64.25,18.25,SE,1457.09585022926
64.75,18.25,SE,2618.6214838028
65.25,18.25,SE,1793.02137231827
65.75,18.25,SE,459.064066961408
66.25,18.25,SE,272.438771367073
66.75,18.25,SE,294.991423606873
67.25,18.25,SE,298.466255024076
67.75,18.25,SE,1258.60043162107
68.25,18.25,SE,4420.52229404449
57.25,18.75,SE,3878.75699982047
57.75,18.75,SE,9397.24661615491
59.25,18.75,SE,24870.6493424475
59.75,18.75,SE,39350.4852932692
63.25,18.75,SE,34613.3739722222
63.75,18.75,SE,2915.49612998962
64.25,18.75,SE,2451.11314344406
64.75,18.75,SE,2595.65385723114
65.25,18.75,SE,2072.50033473969
65.75,18.75,SE,1220.5463783741
66.25,18.75,SE,366.465088903904
66.75,18.75,SE,280.046711564064
67.25,18.75,SE,373.607052218169
67.75,18.75,SE,1428.55259490013
68.25,18.75,SE,2742.24117578566
63.25,19.25,SE,3288.90384664387
63.75,19.25,SE,5083.5325551033
64.25,19.25,SE,2557.95700263977
64.75,19.25,SE,2509.94358301163
65.25,19.25,SE,1864.50292682648
65.75,19.25,SE,1246.32964420319
66.25,19.25,SE,481.270615696907
66.75,19.25,SE,275.528152666287
67.25,19.25,SE,559.904564321041
67.75,19.25,SE,1467.90931153297
63.25,19.75,SE,245.206931620836
63.75,19.75,SE,20793.8153060079
64.25,19.75,SE,4889.18993663788
64.75,19.75,SE,2664.15610980988
65.25,19.75,SE,3776.20890283585
65.75,19.75,SE,1616.87287974358
66.25,19.75,SE,359.222194433212
66.75,19.75,SE,311.144175648689
67.25,19.75,SE,718.694497764111
67.75,19.75,SE,1683.94733381271
63.25,20.25,SE,10
63.75,20.25,SE,102400.626543045
64.25,20.25,SE,7964.98580265045
64.75,20.25,SE,8157.70925331116
65.25,20.25,SE,7335.5323009491
65.75,20.25,SE,5326.50194716454
66.25,20.25,SE,352.225412726402
66.75,20.25,SE,463.916982412338
67.25,20.25,SE,818.011742115021
67.75,20.25,SE,2042.54594993591
68.25,20.25,SE,1809.70991706848
68.75,20.25,SE,986.428980976343
63.75,20.75,SE,2912.46273370739
64.25,20.75,SE,5714.74704927206
64.75,20.75,SE,21997.948615551
65.25,20.75,SE,11084.9816551208
65.75,20.75,SE,7087.12450647354
66.25,20.75,SE,725.762676954269
66.75,20.75,SE,637.590629220009
67.25,20.75,SE,6862.07383561134
67.75,20.75,SE,1849.42693686485
68.25,20.75,SE,1094.03227436543
64.75,21.25,SE,30776.7757533789
65.25,21.25,SE,14051.4921798706
65.75,21.25,SE,14684.2562446594
66.25,21.25,SE,895.95350587368
66.75,21.25,SE,847.356222629547
67.25,21.25,SE,811.819845438004
67.75,21.25,SE,359.881519675255
68.25,21.25,SE,288.041107714176
65.25,21.75,SE,6261.29732453823
65.75,21.75,SE,26621.5507564545
66.25,21.75,SE,881.295925378799
66.75,21.75,SE,853.05034828186
67.25,21.75,SE,759.414531707764
67.75,21.75,SE,354.396377444267
68.25,21.75,SE,251.09723174572
65.25,22.25,SE,3125.72362196445
65.75,22.25,SE,52856.0002622679
66.25,22.25,SE,2828.37904691696
66.75,22.25,SE,1104.70662641525
67.25,22.25,SE,785.04802107811
67.75,22.25,SE,435.388298869133
65.25,22.75,SE,1310.19471883774
65.75,22.75,SE,4017.74477293342
66.25,22.75,SE,1887.79646444321
66.75,22.75,SE,1038.60682320595
67.25,22.75,SE,790.142084360123
67.75,22.75,SE,598.843326687813
65.75,23.25,SE,7826.84938652813
66.25,23.25,SE,5047.77954602242
66.75,23.25,SE,1442.87915897369
67.75,23.25,SE,788.175878047943
65.75,23.75,SE,5864.44522465207
54.25,-8.25,UK,60907.0078926086
54.25,-7.75,UK,57817.6976242065
56.75,-7.75,UK,301.564320549369
57.25,-7.75,UK,19.5417518615723
54.25,-7.25,UK,68709.7518844604
54.75,-7.25,UK,142268.825046539
56.75,-7.25,UK,775.190282732248
57.25,-7.25,UK,3749.05967831053
57.75,-7.25,UK,1810.80524642672
58.25,-7.25,UK,243.904490488349
54.25,-6.75,UK,136334.717819214
54.75,-6.75,UK,145117.76304245
55.25,-6.75,UK,92204.1016060114
55.75,-6.75,UK,39.6997184753418
56.75,-6.75,UK,536.672920664772
57.25,-6.75,UK,1067.95327977464
57.75,-6.75,UK,1876.80899430512
58.25,-6.75,UK,3392.81847842969
53.75,-6.25,UK,262901.60968399
54.25,-6.25,UK,317431.623474121
54.75,-6.25,UK,275319.362737864
55.25,-6.25,UK,31484.3776489496
55.75,-6.25,UK,3146.6073363414
56.25,-6.25,UK,856.623227588134
56.75,-6.25,UK,1827.17021945026
57.25,-6.25,UK,5602.32762084529
57.75,-6.25,UK,1565.98507402558
49.75,-5.75,UK,10
50.25,-5.75,UK,34870.8168282174
53.75,-5.75,UK,10
54.25,-5.75,UK,100527.753849208
54.75,-5.75,UK,638868.972207323
55.75,-5.75,UK,1434.33190042246
56.25,-5.75,UK,2311.94946551695
56.75,-5.75,UK,2979.06796060503
57.25,-5.75,UK,6727.68994277809
57.75,-5.75,UK,2530.74047179986
58.25,-5.75,UK,10
49.75,-5.25,UK,1667.54762554169
50.25,-5.25,UK,253790.010427371
51.25,-5.25,UK,10
51.75,-5.25,UK,30031.5965636969
54.75,-5.25,UK,16355.290266037
55.25,-5.25,UK,1694.70815439522
55.75,-5.25,UK,12664.7782525197
56.25,-5.25,UK,20272.7397282124
56.75,-5.25,UK,15457.9552380135
57.25,-5.25,UK,1470.62125706673
57.75,-5.25,UK,2822.49469052395
58.25,-5.25,UK,1818.95433692634
50.25,-4.75,UK,122177.169460297
50.75,-4.75,UK,49006.0552672297
51.25,-4.75,UK,179.039727210999
51.75,-4.75,UK,99648.4813079834
52.25,-4.75,UK,18865.3229374886
52.75,-4.75,UK,8066.46511352062
53.25,-4.75,UK,22114.6356229652
54.75,-4.75,UK,6368.23274961114
55.25,-4.75,UK,88103.6851703823
55.75,-4.75,UK,373604.087814257
56.25,-4.75,UK,27303.6589183807
56.75,-4.75,UK,3205.04987859726
57.25,-4.75,UK,4094.73952674866
57.75,-4.75,UK,4056.55961298943
58.25,-4.75,UK,597.207386493683
49.75,-4.25,UK,10
50.25,-4.25,UK,356060.589256108
50.75,-4.25,UK,106171.075668335
51.25,-4.25,UK,108050.979115963
51.75,-4.25,UK,232135.897031499
52.25,-4.25,UK,65244.7772183418
52.75,-4.25,UK,36336.792483354
53.25,-4.25,UK,114517.583529413
54.75,-4.25,UK,16421.3390274644
55.25,-4.25,UK,33804.3171312809
55.75,-4.25,UK,1437784.21727562
56.25,-4.25,UK,22450.6011862755
56.75,-4.25,UK,1583.29022836685
57.25,-4.25,UK,82454.0160191059
57.75,-4.25,UK,52623.3684494793
58.25,-4.25,UK,1759.75604641438
49.75,-3.75,UK,10
50.25,-3.75,UK,211597.381556392
50.75,-3.75,UK,238122.264072418
51.25,-3.75,UK,51391.6992855072
51.75,-3.75,UK,494037.878124237
52.25,-3.75,UK,22948.3808727264
52.75,-3.75,UK,26160.5871162415
53.25,-3.75,UK,122723.725671291
53.75,-3.75,UK,10
54.25,-3.75,UK,10624.8072567582
54.75,-3.75,UK,89764.7388327122
55.25,-3.75,UK,60525.8132228851
55.75,-3.75,UK,489305.406866074
56.25,-3.75,UK,282566.846207619
56.75,-3.75,UK,12347.3281257153
57.25,-3.75,UK,11768.9118323326
57.75,-3.75,UK,35510.4400857171
58.25,-3.75,UK,3574.279497643
50.25,-3.25,UK,1135.41370029747
50.75,-3.25,UK,271074.166532516
51.25,-3.25,UK,479369.188512057
51.75,-3.25,UK,932192.154323578
52.25,-3.25,UK,46047.7106781006
52.75,-3.25,UK,121721.97179985
53.25,-3.25,UK,648965.425512314
53.75,-3.25,UK,294877.094573367
54.25,-3.25,UK,106247.586005211
54.75,-3.25,UK,89878.7653093338
55.25,-3.25,UK,22861.1092181206
55.75,-3.25,UK,673035.342270851
56.25,-3.25,UK,437494.202273905
56.75,-3.25,UK,34232.0530176163
57.25,-3.25,UK,10920.6613326073
58.75,-3.25,UK,10784.6686080545
50.25,-2.75,UK,10
50.75,-2.75,UK,192438.936314583
51.25,-2.75,UK,918863.824630737
51.75,-2.75,UK,372409.079127267
52.25,-2.75,UK,170340.551269531
52.75,-2.75,UK,223635.316596985
53.25,-2.75,UK,1699628.49481201
53.75,-2.75,UK,998537.550537109
54.25,-2.75,UK,220477.358206272
54.75,-2.75,UK,147677.076892853
55.25,-2.75,UK,31830.1811523438
55.75,-2.75,UK,107961.057506561
56.25,-2.75,UK,198246.863967217
56.75,-2.75,UK,81267.3732179403
57.25,-2.75,UK,36881.7085170746
50.25,-2.25,UK,10
50.75,-2.25,UK,240104.816085219
51.25,-2.25,UK,561585.037162781
51.75,-2.25,UK,577604.864761353
52.25,-2.25,UK,784144.646820068
52.75,-2.25,UK,1212830.32345581
53.25,-2.25,UK,2085413.72252655
53.75,-2.25,UK,1724385.36955261
54.25,-2.25,UK,25654.2744350433
54.75,-2.25,UK,44524.3226623535
55.25,-2.25,UK,11095.6758432388
55.75,-2.25,UK,49893.3945753425
56.75,-2.25,UK,43103.0503139496
57.25,-2.25,UK,347494.01569438
50.25,-1.75,UK,10
50.75,-1.75,UK,623570.337972879
51.25,-1.75,UK,228836.175567627
51.75,-1.75,UK,422616.617050171
